j5	j3	count	startpos	productsize	JS	deletion size	chorm	type	name	start	end	evtype	evrelorf	evsize	startpos_byfusion
2288	28403	31	106	9	2288 - 28403	26115						in-frame-fusion-orf	ORF1a-N	"(674.3333333333334, 376.6666666666667)"	
16833	29167	31	106	9	16833 - 29167	12334						in-frame-fusion-orf	ORF1b-N	"(1122.0, 122.0)"	
16833	29189	31	106	9	16833 - 29189	12356						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1147)"	
17203	26907	31	106	9	17203 - 26907	9704						in-frame-fusion-orf	ORF1b-M	"(1245.3333333333333, 94.66666666666667)"	
12971	28883	31	106	9	12971 - 28883	15912						in-frame-fusion-orf	ORF1a-N	"(4235.333333333333, 216.66666666666666)"	
4963	23163	31	106	9	4963 - 23163	18200						frameshift-fusion-orf	ORF1a-S	"(1566.0, 1566)"	
2504	29114	31	106	9	2504 - 29114	26610						in-frame-fusion-orf	ORF1a-N	"(746.3333333333334, 139.66666666666666)"	
2504	12528	31	106	9	2504 - 12528	10024						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 760)"	
2504	12488	31	106	9	2504 - 12488	9984						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 326.3333333333333)"	
4296	23613	31	106	9	4296 - 23613	19317						in-frame-fusion-orf	ORF1a-S	"(1343.6666666666667, 590.3333333333334)"	
4965	16989	31	106	9	4965 - 16989	12024						frameshift-fusion-orf	ORF1a-ORF1b	"(1566.6666666666667, 1610)"	
2185	28394	30	106	9	2185 - 28394	26209						frameshift-fusion-orf	ORF1a-N	"(640.0, 700)"	
3264	29085	30	106	9	3264 - 29085	25821						in-frame-fusion-orf	ORF1a-N	"(999.6666666666666, 149.33333333333334)"	
22644	28371	30	106	9	22644 - 28371	5727						in-frame-fusion-orf	S-N	"(360.6666666666667, 387.3333333333333)"	
14321	26060	30	106	9	14321 - 26060	11739						in-frame-fusion-orf	ORF1b-ORF3a	"(284.6666666666667, 53.333333333333336)"	
4297	11735	30	106	9	4297 - 11735	7438						frameshift-fusion-orf	ORF1a-ORF1a	"(1344.0, 1355)"	
2506	29330	30	106	9	2506 - 29330	26824						frameshift-fusion-orf	ORF1a-N	"(747.0, 747)"	
16833	29189	30	106	9	16833 - 29189	12356						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1147)"	
1811	7813	30	106	9	1811 - 7813	6002						frameshift-fusion-orf	ORF1a-ORF1a	"(515.3333333333334, 521)"	
3090	11296	30	106	9	3090 - 11296	8206						frameshift-fusion-orf	ORF1a-ORF1a	"(941.6666666666666, 943)"	
2450	28367	30	106	9	2450 - 28367	25917						in-frame-fusion-orf	ORF1a-N	"(728.3333333333334, 388.6666666666667)"	
3191	8230	30	106	9	3191 - 8230	5039						frameshift-fusion-orf	ORF1a-ORF1a	"(975.3333333333334, 981)"	
14284	22264	30	106	9	14284 - 22264	7980						frameshift-fusion-orf	ORF1b-S	"(272.3333333333333, 274)"	
2814	28370	30	106	9	2814 - 28370	25556						frameshift-fusion-orf	ORF1a-N	"(849.6666666666666, 864)"	
12806	23585	30	106	9	12806 - 23585	10779						in-frame-fusion-orf	ORF1a-S	"(4180.333333333333, 599.6666666666666)"	
16833	29007	29	106	9	16833 - 29007	12174						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1124)"	
3090	11296	29	106	9	3090 - 11296	8206						frameshift-fusion-orf	ORF1a-ORF1a	"(941.6666666666666, 943)"	
12333	27027	29	106	9	12333 - 27027	14694						frameshift-fusion-orf	ORF1a-M	"(4022.6666666666665, 4043)"	
21363	27719	29	106	9	21363 - 27719	6356						frameshift-fusion-orf	ORF1b-ORF7a	"(2632.0, 2687)"	
7378	29081	29	106	9	7378 - 29081	21703						frameshift-fusion-orf	ORF1a-N	"(2371.0, 2371)"	
4007	10840	29	106	9	4007 - 10840	6833						frameshift-fusion-orf	ORF1a-ORF1a	"(1247.3333333333333, 1247)"	
4963	28717	29	106	9	4963 - 28717	23754						in-frame-fusion-orf	ORF1a-N	"(1566.0, 272.0)"	
2288	28371	29	106	9	2288 - 28371	26083						frameshift-fusion-orf	ORF1a-N	"(674.3333333333334, 742)"	
3417	12112	29	106	9	3417 - 12112	8695						frameshift-fusion-orf	ORF1a-ORF1a	"(1050.6666666666667, 1081)"	
12589	28369	29	106	9	12589 - 28369	15780						in-frame-fusion-orf	ORF1a-N	"(4108.0, 388.0)"	
2504	29171	29	106	9	2504 - 29171	26667						in-frame-fusion-orf	ORF1a-N	"(746.3333333333334, 120.66666666666667)"	
3086	25442	29	106	9	3086 - 25442	22356						frameshift-fusion-orf	ORF1a-ORF3a	"(940.3333333333334, 940)"	
14281	24507	29	106	9	14281 - 24507	10226						frameshift-fusion-orf	ORF1b-S	"(271.3333333333333, 285)"	
3200	27340	29	106	9	3200 - 27340	24140						in-frame-fusion-orf	ORF1a-ORF6	"(978.3333333333334, 15.666666666666666)"	
384	9807	29	106	9	384 - 9807	9423						in-frame-fusion-orf	ORF1a-ORF1a	"(39.666666666666664, 1220.0)"	
14284	20365	29	106	9	14284 - 20365	6081						in-frame-fusion-orf	ORF1b-ORF1b	"(272.3333333333333, 395.6666666666667)"	
2185	18235	29	106	9	2185 - 18235	16050						frameshift-fusion-orf	ORF1a-ORF1b	"(640.0, 654)"	
950	7840	29	106	9	950 - 7840	6890						frameshift-fusion-orf	ORF1a-ORF1a	"(228.33333333333334, 228)"	
2504	15586	29	106	9	2504 - 15586	13082						in-frame-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 1988.6666666666667)"	
2536	11156	29	106	9	2536 - 11156	8620						frameshift-fusion-orf	ORF1a-ORF1a	"(757.0, 773)"	
14741	19796	28	106	9	14741 - 19796	5055						in-frame-fusion-orf	ORF1b-ORF1b	"(424.6666666666667, 585.3333333333334)"	
3200	17821	28	106	9	3200 - 17821	14621						in-frame-fusion-orf	ORF1a-ORF1b	"(978.3333333333334, 1243.6666666666667)"	
14281	29252	28	106	9	14281 - 29252	14971						in-frame-fusion-orf	ORF1b-N	"(271.3333333333333, 93.66666666666667)"	
1645	10817	28	106	9	1645 - 10817	9172						frameshift-fusion-orf	ORF1a-ORF1a	"(460.0, 467)"	
2263	15542	28	106	9	2263 - 15542	13279						frameshift-fusion-orf	ORF1a-ORF1b	"(666.0, 669)"	
16833	23202	28	106	9	16833 - 23202	6369						frameshift-fusion-orf	ORF1b-S	"(1122.0, 1128)"	
15199	25757	28	106	9	15199 - 25757	10558						frameshift-fusion-orf	ORF1b-ORF3a	"(577.3333333333334, 578)"	
3086	16679	28	106	9	3086 - 16679	13593						frameshift-fusion-orf	ORF1a-ORF1b	"(940.3333333333334, 979)"	
3906	13594	28	106	9	3906 - 13594	9688						frameshift-fusion-orf	ORF1a-ORF1b	"(1213.6666666666667, 1224)"	
16748	28936	28	106	9	16748 - 28936	12188						frameshift-fusion-orf	ORF1b-N	"(1093.6666666666667, 1099)"	
4966	12128	28	106	9	4966 - 12128	7162						frameshift-fusion-orf	ORF1a-ORF1a	"(1567.0, 1592)"	
4365	19704	28	106	9	4365 - 19704	15339						frameshift-fusion-orf	ORF1a-ORF1b	"(1366.6666666666667, 1378)"	
16833	26058	28	106	9	16833 - 26058	9225						in-frame-fusion-orf	ORF1b-ORF3a	"(1122.0, 54.0)"	
2504	11670	28	106	9	2504 - 11670	9166						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 750)"	
2503	27983	28	106	9	2503 - 27983	25480						in-frame-fusion-orf	ORF1a-ORF8	"(746.0, 92.0)"	
2504	29535	28	106	9	2504 - 29535	27031						C-term-trunc-and-extension-by-UTR	ORF1a	"(746.3333333333334, 757)"	
16833	28013	28	106	9	16833 - 28013	11180						in-frame-fusion-orf	ORF1b-ORF8	"(1122.0, 82.0)"	
2504	28153	28	106	9	2504 - 28153	25649						frameshift-fusion-orf	ORF1a-ORF8	"(746.3333333333334, 758)"	
1641	11685	28	106	9	1641 - 11685	10044						in-frame-fusion-orf	ORF1a-ORF1a	"(458.6666666666667, 594.0)"	
6380	28901	27	106	9	6380 - 28901	22521						in-frame-fusion-orf	ORF1a-N	"(2038.3333333333333, 210.66666666666666)"	
3902	11883	27	106	9	3902 - 11883	7981						frameshift-fusion-orf	ORF1a-ORF1a	"(1212.3333333333333, 1220)"	
4866	10882	27	106	9	4866 - 10882	6016						frameshift-fusion-orf	ORF1a-ORF1a	"(1533.6666666666667, 1544)"	
953	28883	27	106	9	953 - 28883	27930						in-frame-fusion-orf	ORF1a-N	"(229.33333333333334, 216.66666666666666)"	
14280	26063	27	106	9	14280 - 26063	11783						frameshift-fusion-orf	ORF1b-ORF3a	"(271.0, 272)"	
12566	27933	27	106	9	12566 - 27933	15367						in-frame-fusion-orf	ORF1a-ORF8	"(4100.333333333333, 108.66666666666667)"	
2537	14879	27	106	9	2537 - 14879	12342						frameshift-fusion-orf	ORF1a-ORF1b	"(757.3333333333334, 775)"	
6534	13324	27	106	9	6534 - 13324	6790						frameshift-fusion-orf	ORF1a-ORF1a	"(2089.6666666666665, 2136)"	
3418	29206	27	106	9	3418 - 29206	25788						in-frame-fusion-orf	ORF1a-N	"(1051.0, 109.0)"	
3202	29100	27	106	9	3202 - 29100	25898						frameshift-fusion-orf	ORF1a-N	"(979.0, 999)"	
1686	24185	27	106	9	1686 - 24185	22499						frameshift-fusion-orf	ORF1a-S	"(473.6666666666667, 503)"	
9957	23567	27	106	9	9957 - 23567	13610						frameshift-fusion-orf	ORF1a-S	"(3230.6666666666665, 3234)"	
4298	22232	27	106	9	4298 - 22232	17934						in-frame-fusion-orf	ORF1a-S	"(1344.3333333333333, 1050.6666666666667)"	
7074	29304	27	106	9	7074 - 29304	22230						in-frame-fusion-orf	ORF1a-N	"(2269.6666666666665, 76.33333333333333)"	
9666	21635	27	106	9	9666 - 21635	11969						frameshift-fusion-orf	ORF1a-S	"(3133.6666666666665, 3138)"	
16833	29167	27	106	9	16833 - 29167	12334						in-frame-fusion-orf	ORF1b-N	"(1122.0, 122.0)"	
2504	29171	27	106	9	2504 - 29171	26667						in-frame-fusion-orf	ORF1a-N	"(746.3333333333334, 120.66666666666667)"	
16833	28059	27	106	9	16833 - 28059	11226						frameshift-fusion-orf	ORF1b-ORF8	"(1122.0, 1123)"	
2504	13957	27	106	9	2504 - 13957	11453						in-frame-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 2531.6666666666665)"	
2504	27496	27	106	9	2504 - 27496	24992						in-frame-fusion-orf	ORF1a-ORF7a	"(746.3333333333334, 87.66666666666667)"	
3086	29127	27	106	9	3086 - 29127	26041						frameshift-fusion-orf	ORF1a-N	"(940.3333333333334, 946)"	
1142	13876	27	106	9	1142 - 13876	12734						in-frame-fusion-orf	ORF1a-ORF1b	"(292.3333333333333, 2558.6666666666665)"	
3086	15205	27	106	9	3086 - 15205	12119						in-frame-fusion-orf	ORF1a-ORF1b	"(940.3333333333334, 2115.6666666666665)"	
2171	7470	27	106	9	2171 - 7470	5299						frameshift-fusion-orf	ORF1a-ORF1a	"(635.3333333333334, 643)"	
4964	17125	27	106	9	4964 - 17125	12161						in-frame-fusion-orf	ORF1a-ORF1b	"(1566.3333333333333, 1475.6666666666667)"	
3478	15546	27	106	9	3478 - 15546	12068						in-frame-fusion-orf	ORF1a-ORF1b	"(1071.0, 2002.0)"	
4965	17353	27	106	9	4965 - 17353	12388						frameshift-fusion-orf	ORF1a-ORF1b	"(1566.6666666666667, 1567)"	
657	29200	27	106	9	657 - 29200	28543						frameshift-fusion-orf	ORF1a-N	"(130.66666666666666, 152)"	
16833	24731	27	106	9	16833 - 24731	7898						frameshift-fusion-orf	ORF1b-S	"(1122.0, 1125)"	
16749	27566	27	106	9	16749 - 27566	10817						frameshift-fusion-orf	ORF1b-ORF7a	"(1094.0, 1095)"	
3945	28883	27	106	9	3945 - 28883	24938						frameshift-fusion-orf	ORF1a-N	"(1226.6666666666667, 1231)"	
17765	26669	27	106	9	17765 - 26669	8904						frameshift-fusion-orf	ORF1b-M	"(1432.6666666666667, 1434)"	
22636	29030	27	106	9	22636 - 29030	6394						frameshift-fusion-orf	S-N	"(358.0, 375)"	
4966	28979	27	106	9	4966 - 28979	24013						frameshift-fusion-orf	ORF1a-N	"(1567.0, 1601)"	
3201	13605	26	106	9	3201 - 13605	10404						frameshift-fusion-orf	ORF1a-ORF1b	"(978.6666666666666, 988)"	
3205	19334	26	106	9	3205 - 19334	16129						frameshift-fusion-orf	ORF1a-ORF1b	"(980.0, 980)"	
2185	13575	26	106	9	2185 - 13575	11390						in-frame-fusion-orf	ORF1a-ORF1b	"(640.0, 2659.0)"	
2504	12525	26	106	9	2504 - 12525	10021						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 761)"	
16833	29102	26	106	9	16833 - 29102	12269						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1136)"	
3902	11976	26	106	9	3902 - 11976	8074						frameshift-fusion-orf	ORF1a-ORF1a	"(1212.3333333333333, 1233)"	
241	23286	26	106	9	241 - 23286	23045						may-translate	ORF3a	2106	
2185	28950	26	106	9	2185 - 28950	26765						frameshift-fusion-orf	ORF1a-N	"(640.0, 644)"	
15789	26709	26	106	9	15789 - 26709	10920						frameshift-fusion-orf	ORF1b-M	"(774.0, 784)"	
4294	17036	26	106	9	4294 - 17036	12742						frameshift-fusion-orf	ORF1a-ORF1b	"(1343.0, 1363)"	
14439	19781	26	106	9	14439 - 19781	5342						frameshift-fusion-orf	ORF1b-ORF1b	"(324.0, 325)"	
2504	28448	26	106	9	2504 - 28448	25944						in-frame-fusion-orf	ORF1a-N	"(746.3333333333334, 361.6666666666667)"	
2447	17006	26	106	9	2447 - 17006	14559						frameshift-fusion-orf	ORF1a-ORF1b	"(727.3333333333334, 765)"	
3069	14663	26	106	9	3069 - 14663	11594						in-frame-fusion-orf	ORF1a-ORF1b	"(934.6666666666666, 2296.3333333333335)"	
16833	26224	26	106	9	16833 - 26224	9391						mid-utr-inserted-fusion	ORF1b-E	"(1122.0, 6.666666666666667)"	
3960	16939	26	106	9	3960 - 16939	12979						frameshift-fusion-orf	ORF1a-ORF1b	"(1231.6666666666667, 1244)"	
2504	29102	26	106	9	2504 - 29102	26598						in-frame-fusion-orf	ORF1a-N	"(746.3333333333334, 143.66666666666666)"	
2447	7911	26	106	9	2447 - 7911	5464						frameshift-fusion-orf	ORF1a-ORF1a	"(727.3333333333334, 750)"	
2424	28371	26	106	9	2424 - 28371	25947						in-frame-fusion-orf	ORF1a-N	"(719.6666666666666, 387.3333333333333)"	
13627	28999	26	106	9	13627 - 28999	15372						frameshift-fusion-orf	ORF1b-N	"(53.333333333333336, 58)"	
2504	17055	26	106	9	2504 - 17055	14551						frameshift-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 760)"	
22634	28227	26	106	9	22634 - 28227	5593						in-frame-fusion-orf	S-ORF8	"(357.3333333333333, 10.666666666666666)"	
2504	16877	26	106	9	2504 - 16877	14373						frameshift-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 751)"	
13628	27885	26	106	9	13628 - 27885	14257						frameshift-fusion-orf	ORF1b-ORF7b	"(53.666666666666664, 76)"	
3196	28501	26	106	9	3196 - 28501	25305						in-frame-fusion-orf	ORF1a-N	"(977.0, 344.0)"	
11394	29195	25	106	9	11394 - 29195	17801						frameshift-fusion-orf	ORF1a-N	"(3709.6666666666665, 3742)"	
3411	22295	25	106	9	3411 - 22295	18884						frameshift-fusion-orf	ORF1a-S	"(1048.6666666666667, 1049)"	
14284	28261	25	106	9	14284 - 28261	13977						C-term-trunc-and-extension-by-UTR	ORF1b	"(272.3333333333333, 275)"	
12802	29041	25	106	9	12802 - 29041	16239						in-frame-fusion-orf	ORF1a-N	"(4179.0, 164.0)"	
2504	17156	25	106	9	2504 - 17156	14652						frameshift-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 761)"	
1140	14225	25	106	9	1140 - 14225	13085						in-frame-fusion-orf	ORF1a-ORF1b	"(291.6666666666667, 2442.3333333333335)"	
10715	27384	25	106	9	10715 - 27384	16669						frameshift-fusion-orf	ORF1a-ORF6	"(3483.3333333333335, 3501)"	
4862	11232	25	106	9	4862 - 11232	6370						frameshift-fusion-orf	ORF1a-ORF1a	"(1532.3333333333333, 1536)"	
4367	10949	25	106	9	4367 - 10949	6582						in-frame-fusion-orf	ORF1a-ORF1a	"(1367.3333333333333, 839.3333333333334)"	
4965	27517	25	106	9	4965 - 27517	22552						frameshift-fusion-orf	ORF1a-ORF7a	"(1566.6666666666667, 1575)"	
2287	23687	25	106	9	2287 - 23687	21400						frameshift-fusion-orf	ORF1a-S	"(674.0, 696)"	
16199	28369	25	106	9	16199 - 28369	12170						frameshift-fusion-orf	ORF1b-N	"(910.6666666666666, 979)"	
4364	23795	25	106	9	4364 - 23795	19431						in-frame-fusion-orf	ORF1a-S	"(1366.3333333333333, 529.6666666666666)"	
12803	24560	25	106	9	12803 - 24560	11757						in-frame-fusion-orf	ORF1a-S	"(4179.333333333333, 274.6666666666667)"	
2504	24789	25	106	9	2504 - 24789	22285						frameshift-fusion-orf	ORF1a-S	"(746.3333333333334, 774)"	
2504	12049	25	106	9	2504 - 12049	9545						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 749)"	
6218	21075	25	106	9	6218 - 21075	14857						frameshift-fusion-orf	ORF1a-ORF1b	"(1984.3333333333333, 1988)"	
16833	29007	25	106	9	16833 - 29007	12174						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1124)"	
5284	22995	25	106	9	5284 - 22995	17711						frameshift-fusion-orf	ORF1a-S	"(1673.0, 1675)"	
16833	29057	25	106	9	16833 - 29057	12224						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1130)"	
2504	29087	25	106	9	2504 - 29087	26583						in-frame-fusion-orf	ORF1a-N	"(746.3333333333334, 148.66666666666666)"	
16833	28059	25	106	9	16833 - 28059	11226						frameshift-fusion-orf	ORF1b-ORF8	"(1122.0, 1123)"	
3086	22282	25	106	9	3086 - 22282	19196						frameshift-fusion-orf	ORF1a-S	"(940.3333333333334, 945)"	
16833	27042	25	106	9	16833 - 27042	10209						frameshift-fusion-orf	ORF1b-M	"(1122.0, 1135)"	
4864	13043	25	106	9	4864 - 13043	8179						frameshift-fusion-orf	ORF1a-ORF1a	"(1533.0, 1547)"	
14280	24401	25	106	9	14280 - 24401	10121						frameshift-fusion-orf	ORF1b-S	"(271.0, 283)"	
16833	29061	25	106	9	16833 - 29061	12228						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1124)"	
753	14318	25	106	9	753 - 14318	13565						in-frame-fusion-orf	ORF1a-ORF1b	"(162.66666666666666, 2411.3333333333335)"	
4965	18131	25	106	9	4965 - 18131	13166						in-frame-fusion-orf	ORF1a-ORF1b	"(1566.6666666666667, 1140.3333333333333)"	
3417	9068	25	106	9	3417 - 9068	5651						frameshift-fusion-orf	ORF1a-ORF1a	"(1050.6666666666667, 1061)"	
16833	29057	25	106	9	16833 - 29057	12224						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1130)"	
16833	28994	25	106	9	16833 - 28994	12161						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1151)"	
16833	23705	24	106	9	16833 - 23705	6872						frameshift-fusion-orf	ORF1b-S	"(1122.0, 1138)"	
7761	28370	24	106	9	7761 - 28370	20609						frameshift-fusion-orf	ORF1a-N	"(2498.6666666666665, 2513)"	
4865	19232	24	106	9	4865 - 19232	14367						frameshift-fusion-orf	ORF1a-ORF1b	"(1533.3333333333333, 1556)"	
2504	28153	24	106	9	2504 - 28153	25649						frameshift-fusion-orf	ORF1a-ORF8	"(746.3333333333334, 758)"	
4866	23624	24	106	9	4866 - 23624	18758						frameshift-fusion-orf	ORF1a-S	"(1533.6666666666667, 1534)"	
2504	29171	24	106	9	2504 - 29171	26667						in-frame-fusion-orf	ORF1a-N	"(746.3333333333334, 120.66666666666667)"	
2506	29400	24	106	9	2506 - 29400	26894						frameshift-fusion-orf	ORF1a-N	"(747.0, 747)"	
1647	14884	24	106	9	1647 - 14884	13237						frameshift-fusion-orf	ORF1a-ORF1b	"(460.6666666666667, 467)"	
16833	27143	24	106	9	16833 - 27143	10310						in-frame-fusion-orf	ORF1b-M	"(1122.0, 16.0)"	
5284	22995	24	106	9	5284 - 22995	17711						frameshift-fusion-orf	ORF1a-S	"(1673.0, 1675)"	
2288	28056	24	106	9	2288 - 28056	25768						in-frame-fusion-orf	ORF1a-ORF8	"(674.3333333333334, 67.66666666666667)"	
16729	27303	24	106	9	16729 - 27303	10574						frameshift-fusion-orf	ORF1b-ORF6	"(1087.3333333333333, 1090)"	
18058	28367	24	106	9	18058 - 28367	10309						in-frame-fusion-orf	ORF1b-N	"(1530.3333333333333, 388.6666666666667)"	
2288	28460	24	106	9	2288 - 28460	26172						in-frame-fusion-orf	ORF1a-N	"(674.3333333333334, 357.6666666666667)"	
3422	28950	24	106	9	3422 - 28950	25528						frameshift-fusion-orf	ORF1a-N	"(1052.3333333333333, 1053)"	
2504	12513	24	106	9	2504 - 12513	10009						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 765)"	
3066	28477	24	106	9	3066 - 28477	25411						frameshift-fusion-orf	ORF1a-N	"(933.6666666666666, 966)"	
1645	9875	24	106	9	1645 - 9875	8230						frameshift-fusion-orf	ORF1a-ORF1a	"(460.0, 464)"	
16833	29171	24	106	9	16833 - 29171	12338						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1153)"	
3200	10617	24	106	9	3200 - 10617	7417						frameshift-fusion-orf	ORF1a-ORF1a	"(978.3333333333334, 995)"	
14284	23692	24	106	9	14284 - 23692	9408						frameshift-fusion-orf	ORF1b-S	"(272.3333333333333, 282)"	
14284	23410	24	106	9	14284 - 23410	9126						frameshift-fusion-orf	ORF1b-S	"(272.3333333333333, 296)"	
15582	22995	24	106	9	15582 - 22995	7413						frameshift-fusion-orf	ORF1b-S	"(705.0, 707)"	
16833	23410	24	106	9	16833 - 23410	6577						in-frame-fusion-orf	ORF1b-S	"(1122.0, 658.0)"	
14280	20090	24	106	9	14280 - 20090	5810						frameshift-fusion-orf	ORF1b-ORF1b	"(271.0, 274)"	
14440	20091	24	106	9	14440 - 20091	5651						frameshift-fusion-orf	ORF1b-ORF1b	"(324.3333333333333, 324)"	
4296	17119	24	106	9	4296 - 17119	12823						frameshift-fusion-orf	ORF1a-ORF1b	"(1343.6666666666667, 1363)"	
6220	11306	24	106	9	6220 - 11306	5086						frameshift-fusion-orf	ORF1a-ORF1a	"(1985.0, 1993)"	
3194	13686	24	106	9	3194 - 13686	10492						frameshift-fusion-orf	ORF1a-ORF1b	"(976.3333333333334, 981)"	
273	18370	24	106	9	273 - 18370	18097						frameshift-fusion-orf	ORF1a-ORF1b	"(2.6666666666666665, 7)"	
1598	10294	23	106	9	1598 - 10294	8696						frameshift-fusion-orf	ORF1a-ORF1a	"(444.3333333333333, 451)"	
22989	28370	23	106	9	22989 - 28370	5381						frameshift-fusion-orf	S-N	"(475.6666666666667, 490)"	
4963	29433	23	106	9	4963 - 29433	24470						frameshift-fusion-orf	ORF1a-N	"(1566.0, 1580)"	
2505	17350	23	106	9	2505 - 17350	14845						frameshift-fusion-orf	ORF1a-ORF1b	"(746.6666666666666, 748)"	
8699	28435	23	106	9	8699 - 28435	19736						frameshift-fusion-orf	ORF1a-N	"(2811.3333333333335, 2821)"	
1819	23561	23	106	9	1819 - 23561	21742						frameshift-fusion-orf	ORF1a-S	"(518.0, 538)"	
16833	29366	23	106	9	16833 - 29366	12533						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1149)"	
16833	29358	23	106	9	16833 - 29358	12525						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1128)"	
4298	15075	23	106	9	4298 - 15075	10777						frameshift-fusion-orf	ORF1a-ORF1b	"(1344.3333333333333, 1347)"	
2504	14115	23	106	9	2504 - 14115	11611						frameshift-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 749)"	
2506	21163	23	106	9	2506 - 21163	18657						frameshift-fusion-orf	ORF1a-ORF1b	"(747.0, 747)"	
3202	11972	23	106	9	3202 - 11972	8770						frameshift-fusion-orf	ORF1a-ORF1a	"(979.0, 1001)"	
4963	22169	23	106	9	4963 - 22169	17206						frameshift-fusion-orf	ORF1a-S	"(1566.0, 1575)"	
658	6184	23	106	9	658 - 6184	5526						in-frame-fusion-orf	ORF1a-ORF1a	"(131.0, 2427.6666666666665)"	
14845	26060	23	106	9	14845 - 26060	11215						frameshift-fusion-orf	ORF1b-ORF3a	"(459.3333333333333, 495)"	
2504	23638	23	106	9	2504 - 23638	21134						frameshift-fusion-orf	ORF1a-S	"(746.3333333333334, 762)"	
